species,decimalLatitude,decimalLongitude,eventDate,week,month,year,month.day,yearday,MonthName,source,family
Ischnura posita,32.3845670314,-84.9594908738,2022-04-09,14,4,2022,9,99,April,iNAT,Coenagrionidae
Gomphaeschna antilope,31.1994601878,-81.3660794808,2022-04-09,14,4,2022,9,99,April,iNAT,Aeshnidae
Phanogomphus lividus,32.6429882921,-84.761145686,2022-04-09,14,4,2022,9,99,April,iNAT,Gomphidae
Anax junius,33.75473,-84.3900916667,2022-04-08,14,4,2022,8,98,April,iNAT,Aeshnidae
Phanogomphus lividus,32.8679328143,-84.4783810526,2022-04-08,14,4,2022,8,98,April,iNAT,Gomphidae
Ladona deplanata,33.59138,-84.0713361667,2022-04-08,14,4,2022,8,98,April,iNAT,Libellulidae
Ischnura posita,33.6817444829,-84.336507806,2022-04-08,14,4,2022,8,98,April,iNAT,Coenagrionidae
Libellula vibrans,33.3867487029,-81.9674033926,2022-04-08,14,4,2022,8,98,April,iNAT,Libellulidae
Ischnura hastata,30.8138479202,-81.5773440813,2022-04-07,14,4,2022,7,97,April,iNAT,Coenagrionidae
Plathemis lydia,33.9965557259,-84.6882871184,2022-04-07,14,4,2022,7,97,April,iNAT,Libellulidae
Erythemis simplicicollis,32.081875,-81.0913611667,2022-04-07,14,4,2022,7,97,April,iNAT,Libellulidae
Epiaeschna heros,33.9932342985,-83.3440122008,2022-04-07,14,4,2022,7,97,April,iNAT,Aeshnidae
Didymops transversa,33.8283278587,-83.3756395737,2022-04-07,14,4,2022,7,97,April,iNAT,Corduliidae
Erythemis simplicicollis,32.4203383333,-81.7900616667,2022-04-07,14,4,2022,7,97,April,iNAT,Libellulidae
Ladona deplanata,33.9140927,-84.8038783,2022-04-07,14,4,2022,7,97,April,iNAT,Libellulidae
Phanogomphus lividus,33.9140927,-84.8038783,2022-04-07,14,4,2022,7,97,April,iNAT,Gomphidae
Pachydiplax longipennis,33.9140927,-84.8038783,2022-04-07,14,4,2022,7,97,April,iNAT,Libellulidae
Enallagma geminatum,33.5911,-84.0707638333,2022-04-07,14,4,2022,7,97,April,iNAT,Coenagrionidae
Libellula semifasciata,31.8907647,-82.9931607,2022-04-07,14,4,2022,7,97,April,iNAT,Libellulidae
Calopteryx maculata,31.8907647,-82.9931607,2022-04-06,14,4,2022,6,96,April,iNAT,Calopterygidae
Erythrodiplax minuscula,31.8907647,-82.9931607,2022-04-06,14,4,2022,6,96,April,iNAT,Libellulidae
Erythemis simplicicollis,30.712645,-82.1652666667,2022-04-06,14,4,2022,6,96,April,iNAT,Libellulidae
Ischnura posita,30.7112,-82.1712283333,2022-04-06,14,4,2022,6,96,April,iNAT,Coenagrionidae
Calopteryx maculata,31.1756434457,-83.5369764436,2022-04-05,14,4,2022,5,95,April,iNAT,Calopterygidae
Epiaeschna heros,33.8470633333,-84.367005,2022-04-05,14,4,2022,5,95,April,iNAT,Aeshnidae
Anax junius,32.849162818800004,-83.888605754,2022-04-04,14,4,2022,4,94,April,iNAT,Aeshnidae
Libellula semifasciata,31.4989277413,-82.8590072529,2022-04-04,14,4,2022,4,94,April,iNAT,Libellulidae
Ladona deplanata,33.90302,-83.91671167,2022-04-04,14,4,2022,4,94,April,iNAT,Libellulidae
Epitheca cynosura,32.8226055886,-84.8651686495,2022-04-04,14,4,2022,4,94,April,iNAT,Corduliidae
Epitheca cynosura,34.91098,-85.2450783333,2022-04-04,14,4,2022,4,94,April,iNAT,Corduliidae
Plathemis lydia,32.0587805,-81.0993416667,2022-04-04,14,4,2022,4,94,April,iNAT,Libellulidae
Epiaeschna heros,33.9519457402,-84.5304889261,2022-04-04,14,4,2022,4,94,April,iNAT,Aeshnidae
Phanogomphus lividus,33.9808258204,-83.3813742872,2022-04-03,13,4,2022,3,93,April,iNAT,Gomphidae
Phanogomphus exilis,33.980486825,-83.3820919602,2022-04-03,13,4,2022,3,93,April,iNAT,Gomphidae
Ischnura posita,33.7645568812,-84.2960321971,2022-04-03,13,4,2022,3,93,April,iNAT,Coenagrionidae
Ladona deplanata,32.5855098673,-81.4168770131,2022-04-03,13,4,2022,3,93,April,iNAT,Libellulidae
Enallagma geminatum,34.0082726667,-83.3792151667,2022-04-03,13,4,2022,3,93,April,iNAT,Coenagrionidae
Coryphaeschna ingens,33.5789715293,-84.0595196158,2022-04-03,13,4,2022,3,93,April,iNAT,Aeshnidae
Enallagma geminatum,33.580355,-84.0575471667,2022-04-03,13,4,2022,3,93,April,iNAT,Coenagrionidae
Pachydiplax longipennis,33.0277250605,-83.3128026034,2022-04-03,13,4,2022,3,93,April,iNAT,Libellulidae
Enallagma geminatum,33.5794955446,-84.0595571248,2022-04-03,13,4,2022,3,93,April,iNAT,Coenagrionidae
Epitheca cynosura,33.5824637383,-84.0598726122,2022-04-03,13,4,2022,3,93,April,iNAT,Corduliidae
Ischnura posita,33.7674693439,-84.2768497817,2022-04-03,13,4,2022,3,93,April,iNAT,Coenagrionidae
Enallagma vesperum,34.0055863056,-83.383907,2022-04-03,13,4,2022,3,93,April,iNAT,Coenagrionidae
Didymops transversa,33.5854811475,-84.0699945145,2022-04-03,13,4,2022,3,93,April,iNAT,Corduliidae
Phanogomphus lividus,33.9889436412,-83.3828784499,2022-04-03,13,4,2022,3,93,April,iNAT,Gomphidae
Phanogomphus lividus,33.9889413056,-83.3829445833,2022-04-03,13,4,2022,3,93,April,iNAT,Gomphidae
Tramea carolina,33.1163203,-83.6841672,2022-04-03,13,4,2022,3,93,April,iNAT,Libellulidae
Enallagma geminatum,33.1163203,-83.6841672,2022-04-03,13,4,2022,3,93,April,iNAT,Coenagrionidae
Ladona deplanata,31.8907647,-82.9931607,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Ischnura posita,33.7646838161,-84.2961235456,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Ischnura posita,34.3000193972,-85.2005172805,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Plathemis lydia,33.8463729551,-84.5241955295,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Epitheca cynosura,33.3843973163,-81.9673591123,2022-04-02,13,4,2022,2,92,April,iNAT,Corduliidae
Plathemis lydia,32.073711507,-81.1091878956,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Ischnura posita,33.5910626522,-84.0611462916,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Phanogomphus lividus,33.9202041328,-83.3119416431,2022-04-02,13,4,2022,2,92,April,iNAT,Gomphidae
Argia fumipennis,30.8436024239,-83.2964299459,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Pachydiplax longipennis,33.3806454416,-81.9442330669,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Enallagma geminatum,33.5903640431,-84.0612772871,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Calopteryx dimidiata,30.828556827,-82.3614587833,2022-04-02,13,4,2022,2,92,April,iNAT,Calopterygidae
Pachydiplax longipennis,33.3873465447,-81.9611545077,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Pachydiplax longipennis,33.3872962362,-81.9606165151,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Phanogomphus lividus,33.5820095026,-84.0756801475,2022-04-02,13,4,2022,2,92,April,iNAT,Gomphidae
Phanogomphus lividus,33.9112399341,-84.9628539772,2022-04-02,13,4,2022,2,92,April,iNAT,Gomphidae
Ladona deplanata,33.9112399341,-84.9628539772,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Ischnura posita,33.3957783333,-82.0181278333,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Ischnura posita,33.3874297997,-81.96778,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Ischnura posita,33.1160574722,-83.6889145,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Pachydiplax longipennis,30.8231396,-82.363016,2022-04-02,13,4,2022,2,92,April,iNAT,Libellulidae
Argia fumipennis,31.5932181968,-81.8943918496,2022-04-02,13,4,2022,2,92,April,iNAT,Coenagrionidae
Pachydiplax longipennis,30.9881031917,-83.1664327249,2022-04-01,13,4,2022,1,91,April,iNAT,Libellulidae
Celithemis elisa,30.9881031917,-83.1664327249,2022-04-01,13,4,2022,1,91,April,iNAT,Libellulidae
Pachydiplax longipennis,31.0980617969,-81.4064010763,2022-04-01,13,4,2022,1,91,April,iNAT,Libellulidae
Phanogomphus lividus,33.9112399341,-84.9628539772,2022-04-01,13,4,2022,1,91,April,iNAT,Gomphidae
Ischnura posita,33.7645523932,-84.296015673,2022-03-31,13,3,2022,31,90,March,iNAT,Coenagrionidae
Ladona deplanata,33.629345,-83.879975,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.6292416667,-83.8814416667,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.6288083333,-83.8804466667,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.6289018724,-83.8806637104,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.6288694712,-83.8807679527,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.62888916,-83.88066282,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.62887,-83.880555,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.629106271,-83.8811930866,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Ladona deplanata,33.6290783113,-83.8811978682,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Plathemis lydia,34.0334477027,-84.3080066884,2022-03-31,13,3,2022,31,90,March,iNAT,Libellulidae
Epiaeschna heros,33.4768946652,-82.0153189898,2022-03-31,13,3,2022,31,90,March,iNAT,Aeshnidae
Plathemis lydia,31.9711632189,-81.1560394542,2022-03-30,13,3,2022,30,89,March,iNAT,Libellulidae
Epitheca cynosura,33.512523,-84.73409,2022-03-30,13,3,2022,30,89,March,iNAT,Corduliidae
Ladona deplanata,33.8823456,-84.7546224,2022-03-30,13,3,2022,30,89,March,iNAT,Libellulidae
Plathemis lydia,33.5841919583,-84.0609635684,2022-03-29,13,3,2022,29,88,March,iNAT,Libellulidae
Phanogomphus lividus,33.9140927,-84.8038783,2022-03-29,13,3,2022,29,88,March,iNAT,Gomphidae
Phanogomphus lividus,33.5873666477,-84.0645343037,2022-03-29,13,3,2022,29,88,March,iNAT,Gomphidae
Anax junius,31.9744658241,-81.1717076497,2022-03-29,13,3,2022,29,88,March,iNAT,Aeshnidae
Ischnura posita,32.43760637,-81.7769806408,2022-03-29,13,3,2022,29,88,March,iNAT,Coenagrionidae
Erythemis simplicicollis,31.500678,-84.449293,2022-03-28,13,3,2022,28,87,March,iNAT,Libellulidae
Phanogomphus lividus,33.9659863833,-83.2645084914,2022-03-28,13,3,2022,28,87,March,iNAT,Gomphidae
Enallagma civile,30.8711581704,-83.6994531144,2022-03-28,13,3,2022,28,87,March,iNAT,Coenagrionidae
Cordulegaster maculata,34.0209029864,-84.2882885146,2022-03-28,13,3,2022,28,87,March,iNAT,Cordulegastridae
Plathemis lydia,31.1761907679,-83.5335354851,2022-03-28,13,3,2022,28,87,March,iNAT,Libellulidae
Libellula semifasciata,31.8907647,-82.9931607,2022-03-27,12,3,2022,27,86,March,iNAT,Libellulidae
Ladona deplanata,34.09022644,-84.0176676613,2022-03-27,12,3,2022,27,86,March,iNAT,Libellulidae
Epitheca cynosura,32.849162818800004,-83.888605754,2022-03-27,12,3,2022,27,86,March,iNAT,Corduliidae
Epitheca cynosura,33.73365125,-83.2622448889,2022-03-27,12,3,2022,27,86,March,iNAT,Corduliidae
Phanogomphus lividus,33.586925,-84.0642305,2022-03-27,12,3,2022,27,86,March,iNAT,Gomphidae
Ischnura hastata,33.7550147597,-84.3118280963,2022-03-27,12,3,2022,27,86,March,iNAT,Coenagrionidae
Ischnura posita,33.7328651003,-83.2640966607,2022-03-27,12,3,2022,27,86,March,iNAT,Coenagrionidae
Epitheca cynosura,33.9140927,-84.8038783,2022-03-27,12,3,2022,27,86,March,iNAT,Corduliidae
Ladona deplanata,32.5740317,-84.2779155,2022-03-27,12,3,2022,27,86,March,iNAT,Libellulidae
Ladona deplanata,34.2985994846,-85.1973865281,2022-03-26,12,3,2022,26,85,March,iNAT,Libellulidae
Enallagma signatum,31.9309055556,-81.0599472222,2022-03-26,12,3,2022,26,85,March,iNAT,Coenagrionidae
Epitheca cynosura,31.5006783,-84.4492935,2022-03-26,12,3,2022,26,85,March,iNAT,Corduliidae
Phanogomphus lividus,31.5006783,-84.4492935,2022-03-26,12,3,2022,26,85,March,iNAT,Gomphidae
Phanogomphus minutus,31.5006783,-84.4492935,2022-03-26,12,3,2022,26,85,March,iNAT,Gomphidae
Phanogomphus exilis,33.9284598891,-83.37402359,2022-03-26,12,3,2022,26,85,March,iNAT,Gomphidae
Didymops transversa,33.9785655,-84.7545883,2022-03-26,12,3,2022,26,85,March,iNAT,Corduliidae
Phanogomphus exilis,33.9785655,-84.7545883,2022-03-26,12,3,2022,26,85,March,iNAT,Gomphidae
Anax junius,33.9785655,-84.7545883,2022-03-26,12,3,2022,26,85,March,iNAT,Aeshnidae
Cordulegaster bilineata,32.06929568,-84.91212694,2022-03-25,12,3,2022,25,84,March,iNAT,Cordulegastridae
Calopteryx dimidiata,33.3846702644,-81.9659793377,2022-03-25,12,3,2022,25,84,March,iNAT,Calopterygidae
Erythemis simplicicollis,31.2429314853,-81.4619188383,2022-03-25,12,3,2022,25,84,March,iNAT,Libellulidae
Plathemis lydia,32.8851783333,-81.7173166667,2022-03-25,12,3,2022,25,84,March,iNAT,Libellulidae
Ladona deplanata,31.5930791171,-81.8942818791,2022-03-25,12,3,2022,25,84,March,iNAT,Libellulidae
Ladona deplanata,30.7425886722,-82.1111213263,2022-03-25,12,3,2022,25,84,March,iNAT,Libellulidae
Ladona deplanata,32.849162818800004,-83.888605754,2022-03-24,12,3,2022,24,83,March,iNAT,Libellulidae
Ladona deplanata,33.7511193564,-83.223448039,2022-03-24,12,3,2022,24,83,March,iNAT,Libellulidae
Epitheca cynosura,33.5138507737,-84.1240669549,2022-03-24,12,3,2022,24,83,March,iNAT,Corduliidae
Ladona deplanata,30.8211703,-84.7589609,2022-03-24,12,3,2022,24,83,March,iNAT,Libellulidae
Epitheca cynosura,33.929678,-83.3734419722,2022-03-24,12,3,2022,24,83,March,iNAT,Corduliidae
Ladona deplanata,33.516517,-84.725535,2022-03-24,12,3,2022,24,83,March,iNAT,Libellulidae
Ladona deplanata,30.7394788,-82.1394347,2022-03-23,12,3,2022,23,82,March,iNAT,Libellulidae
Erythemis simplicicollis,30.7394788,-82.1394347,2022-03-23,12,3,2022,23,82,March,iNAT,Libellulidae
Erythemis simplicicollis,32.0524138333,-81.1051028333,2022-03-22,12,3,2022,22,81,March,iNAT,Libellulidae
Ladona deplanata,30.714408235,-82.1574387278,2022-03-22,12,3,2022,22,81,March,iNAT,Libellulidae
Erythemis simplicicollis,30.7123886722,-82.1640879177,2022-03-22,12,3,2022,22,81,March,iNAT,Libellulidae
Ischnura hastata,33.6706039722,-84.4481229722,2022-03-22,12,3,2022,22,81,March,iNAT,Coenagrionidae
Enallagma cardenium,31.0579203103,-85.1418861191,2022-03-22,12,3,2022,22,81,March,iNAT,Coenagrionidae
Enallagma cardenium,31.1137176391,-85.0787395866,2022-03-22,12,3,2022,22,81,March,iNAT,Coenagrionidae
Enallagma cardenium,31.0238609647,-85.131290135,2022-03-22,12,3,2022,22,81,March,iNAT,Coenagrionidae
Ischnura posita,31.1951894286,-85.0942664367,2022-03-22,12,3,2022,22,81,March,iNAT,Coenagrionidae
Phanogomphus exilis,31.1948597075,-85.0941373441,2022-03-22,12,3,2022,22,81,March,iNAT,Gomphidae
Ischnura posita,31.989794752,-81.1697212732,2022-03-22,12,3,2022,22,81,March,iNAT,Coenagrionidae
Ladona deplanata,31.1949082392,-85.0941562276,2022-03-22,12,3,2022,22,81,March,iNAT,Libellulidae
Ladona deplanata,31.194904,-85.094232,2022-03-22,12,3,2022,22,81,March,iNAT,Libellulidae
Phanogomphus lividus,31.205641,-85.08543,2022-03-22,12,3,2022,22,81,March,iNAT,Gomphidae
Cordulegaster bilineata,33.9142815508,-83.3407480207,2022-03-22,12,3,2022,22,81,March,iNAT,Cordulegastridae
Basiaeschna janata,33.5906651368,-84.070732057,2022-03-22,12,3,2022,22,81,March,iNAT,Aeshnidae
Epitheca cynosura,33.5909902214,-84.0708554805,2022-03-22,12,3,2022,22,81,March,iNAT,Corduliidae
Cordulegaster maculata,31.20509,-85.085005,2022-03-22,12,3,2022,22,81,March,iNAT,Cordulegastridae
Epitheca cynosura,31.2018449598,-85.079132098,2022-03-22,12,3,2022,22,81,March,iNAT,Corduliidae
Anax junius,31.2233195387,-81.3651243893,2022-03-21,12,3,2022,21,80,March,iNAT,Aeshnidae
Tramea carolina,31.2233378883,-81.3652531353,2022-03-21,12,3,2022,21,80,March,iNAT,Libellulidae
Ladona deplanata,33.9140927,-84.8038783,2022-03-21,12,3,2022,21,80,March,iNAT,Libellulidae
Libellula semifasciata,31.5931645069,-81.8942557275,2022-03-21,12,3,2022,21,80,March,iNAT,Libellulidae
Enallagma signatum,32.849162818800004,-83.888605754,2022-03-20,11,3,2022,20,79,March,iNAT,Coenagrionidae
Epitheca cynosura,32.849162818800004,-83.888605754,2022-03-20,11,3,2022,20,79,March,iNAT,Corduliidae
Didymops transversa,32.849162818800004,-83.888605754,2022-03-20,11,3,2022,20,79,March,iNAT,Corduliidae
Ischnura posita,33.7643592421,-84.2952361766,2022-03-20,11,3,2022,20,79,March,iNAT,Coenagrionidae
Epitheca cynosura,33.9846846377,-83.3800757177,2022-03-20,11,3,2022,20,79,March,iNAT,Corduliidae
Ischnura posita,33.9799147843,-83.3831429861,2022-03-20,11,3,2022,20,79,March,iNAT,Coenagrionidae
Plathemis lydia,31.9816818117,-81.1522346735,2022-03-19,11,3,2022,19,78,March,iNAT,Libellulidae
Cordulegaster maculata,33.5912181298,-84.072782267,2022-03-19,11,3,2022,19,78,March,iNAT,Cordulegastridae
Basiaeschna janata,33.5912331334,-84.0727866256,2022-03-19,11,3,2022,19,78,March,iNAT,Aeshnidae
Pachydiplax longipennis,30.9430207991,-83.1669065035,2022-03-19,11,3,2022,19,78,March,iNAT,Libellulidae
Gomphaeschna furcillata,31.2018535034,-85.0789265687,2022-03-17,11,3,2022,17,76,March,iNAT,Aeshnidae
Epitheca costalis,31.2017912099,-85.0788077722,2022-03-17,11,3,2022,17,76,March,iNAT,Corduliidae
Tramea carolina,31.201855,-85.079001,2022-03-17,11,3,2022,17,76,March,iNAT,Libellulidae
Libellula semifasciata,31.203621,-85.083793,2022-03-17,11,3,2022,17,76,March,iNAT,Libellulidae
Epiaeschna heros,31.2036306248,-85.0838010466,2022-03-17,11,3,2022,17,76,March,iNAT,Aeshnidae
Cordulegaster maculata,31.205875,-85.085641,2022-03-17,11,3,2022,17,76,March,iNAT,Cordulegastridae
Epitheca costalis,31.206711,-85.086175,2022-03-17,11,3,2022,17,76,March,iNAT,Corduliidae
Ladona deplanata,31.205053,-85.084805,2022-03-17,11,3,2022,17,76,March,iNAT,Libellulidae
Cordulegaster bilineata,32.069475,-84.9130716667,2022-03-15,11,3,2022,15,74,March,iNAT,Cordulegastridae
Epitheca cynosura,33.58138608,-84.0579950957,2022-03-14,11,3,2022,14,73,March,iNAT,Corduliidae
Didymops transversa,33.5881640282,-84.0709631307,2022-03-14,11,3,2022,14,73,March,iNAT,Corduliidae
Anax junius,33.590705983,-84.0733975607,2022-03-14,11,3,2022,14,73,March,iNAT,Aeshnidae
Ladona deplanata,31.8907647,-82.9931607,2022-03-13,10,3,2022,13,72,March,iNAT,Libellulidae
Ischnura posita,33.5876649397,-84.0634941526,2022-03-13,10,3,2022,13,72,March,iNAT,Coenagrionidae
Ladona deplanata,30.73759,-82.17171,2022-03-12,10,3,2022,12,71,March,iNAT,Libellulidae
Ladona deplanata,30.81101,-82.24867,2022-03-12,10,3,2022,12,71,March,iNAT,Libellulidae
Ladona deplanata,30.81267,-82.24944,2022-03-12,10,3,2022,12,71,March,iNAT,Libellulidae
Didymops transversa,33.53507,-84.743739,2022-03-10,10,3,2022,10,69,March,iNAT,Corduliidae
Ischnura posita,33.6961681208,-84.3317047994,2022-03-10,10,3,2022,10,69,March,iNAT,Coenagrionidae
Ladona deplanata,33.5886730096,-84.0657582789,2022-03-10,10,3,2022,10,69,March,iNAT,Libellulidae
Plathemis lydia,31.9786670715,-81.1705436001,2022-03-09,10,3,2022,9,68,March,iNAT,Libellulidae
Ladona deplanata,30.7127236555,-82.1645212561,2022-03-09,10,3,2022,9,68,March,iNAT,Libellulidae
Ladona deplanata,30.7127249235,-82.1644241285,2022-03-09,10,3,2022,9,68,March,iNAT,Libellulidae
Erythrodiplax minuscula,31.9381144073,-81.765689922000007,2022-03-08,10,3,2022,8,67,March,iNAT,Libellulidae
Ladona deplanata,31.9358789588,-81.767204996,2022-03-08,10,3,2022,8,67,March,iNAT,Libellulidae
Ischnura kellicotti,31.935889035,-81.7672007333,2022-03-08,10,3,2022,8,67,March,iNAT,Coenagrionidae
Ischnura kellicotti,31.9359205686,-81.7671600214,2022-03-08,10,3,2022,8,67,March,iNAT,Coenagrionidae
Ischnura kellicotti,31.9360698843,-81.7670920203,2022-03-08,10,3,2022,8,67,March,iNAT,Coenagrionidae
Ischnura kellicotti,31.9360243643,-81.7670896134,2022-03-08,10,3,2022,8,67,March,iNAT,Coenagrionidae
Ladona deplanata,31.9377610435,-81.7646195592,2022-03-08,10,3,2022,8,67,March,iNAT,Libellulidae
Ladona deplanata,31.937730315,-81.7651291789,2022-03-08,10,3,2022,8,67,March,iNAT,Libellulidae
Ladona deplanata,31.9376773692,-81.7651868464,2022-03-08,10,3,2022,8,67,March,iNAT,Libellulidae
Ladona deplanata,31.9380138486,-81.7652410651,2022-03-08,10,3,2022,8,67,March,iNAT,Libellulidae
Ladona deplanata,31.937843,-81.765683,2022-03-08,10,3,2022,8,67,March,iNAT,Libellulidae
Ischnura kellicotti,30.6572083333,-83.23503,2022-03-08,10,3,2022,8,67,March,iNAT,Coenagrionidae
Tramea carolina,33.7301902771,-84.4317474365,2022-03-06,9,3,2022,6,65,March,iNAT,Libellulidae
Ischnura ramburii,33.3846224,-81.9675112,2022-03-06,9,3,2022,6,65,March,iNAT,Coenagrionidae
Ischnura posita,33.9859960944,-83.3804197201,2022-03-05,9,3,2022,5,64,March,iNAT,Coenagrionidae
Phanogomphus lividus,31.5714511495,-84.3571988854,2022-03-05,9,3,2022,5,64,March,iNAT,Gomphidae
Ladona deplanata,31.570667165,-84.3585613191,2022-03-05,9,3,2022,5,64,March,iNAT,Libellulidae
Phanogomphus lividus,31.5700602593,-84.3586380702,2022-03-05,9,3,2022,5,64,March,iNAT,Gomphidae
Plathemis lydia,31.5704002047,-84.354531429,2022-03-05,9,3,2022,5,64,March,iNAT,Libellulidae
Ischnura posita,31.5690154273,-84.3547473988,2022-03-05,9,3,2022,5,64,March,iNAT,Coenagrionidae
Didymops transversa,31.5610651793,-84.3661893765,2022-03-05,9,3,2022,5,64,March,iNAT,Corduliidae
Ischnura posita,33.5879783333,-84.0620195,2022-02-28,9,2,2022,28,59,February,iNAT,Coenagrionidae
Ischnura posita,33.5880262763,-84.0619265767,2022-02-28,9,2,2022,28,59,February,iNAT,Coenagrionidae
Plathemis lydia,32.8313256517,-81.6258129651,2022-02-26,8,2,2022,26,57,February,iNAT,Libellulidae
Ladona deplanata,30.7394788,-82.1394347,2022-02-26,8,2,2022,26,57,February,iNAT,Libellulidae
Ischnura kellicotti,32.3510098267,-81.3126395032,2022-02-24,8,2,2022,24,55,February,iNAT,Coenagrionidae
Ischnura posita,32.3510098267,-81.3126395032,2022-02-24,8,2,2022,24,55,February,iNAT,Coenagrionidae
Ladona deplanata,32.3510098267,-81.3126395032,2022-02-24,8,2,2022,24,55,February,iNAT,Libellulidae
Ladona deplanata,31.5932033464,-81.8927899003,2022-02-12,6,2,2022,12,43,February,iNAT,Libellulidae
